ID,forename(s) of deceased,surname of deceased,occupation,marital status,sex,name of spouse,spouse's occ,day,month,year,address,age at death,father's forename,father's surname,father's occupation,if father deceased,mother's forename,mother's maiden surname,mother's occupation,if mother deceased,death code A,death code B,death code C,notes1,Birth,mar,DECEASED_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,SPOUSE_IDENTITY,BIRTH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,SPOUSE_MARRIAGE_RECORD_IDENTITY,SPOUSE_BIRTH_RECORD_IDENTITY,IMMIGRANT_GENERATION
954,Kitty,Cruickshanks,TAMBOURER,S,F,,,3,MARCH,1894,"3 Pilot Place, Broadhaven, Caithness",23,Edward,Cruickshanks,,,Naomi,Black,,,A75.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,954,,954,724,711,,954,237,711,724,,,NA
956,Tyler,Drake,POWER LOOM LINEN WEAVER,S,F,,,22,DECEMBER,1898,"9 Gearra Mor, Na h-Eileanan Siar",28,Toby,Drake,,D,Sarah,Mcbain,,D,A75.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,956,,956,764,751,,956,236,751,764,,,NA
958,Nazia,Black,FLAX SPINNER,S,F,,,20,APRIL,1900,"1 Fife Park, Northbank Farm Steadings, Fife",28,Nicholas,Black,,D,Enya,Mullen,,D,N05.94,,,SYNTHETIC DATA PRODUCED USING VALIPOP,958,,958,704,693,,958,211,693,704,,,NA
962,Rhiannon,Mullen,JUTE SPINNER,S,F,,,1,AUGUST,1900,"1 Holmfoot, Scottish Borders",28,Samuel,Mullen,,,Madison,Anderson,,D,K82.90,I51.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,962,,962,758,793,,962,239,793,758,,,NA
964,Gemma,Mullen,FARMER'S DAUR,S,F,,,13,SEPTEMBER,1900,"581 Rathad an Duin, Na h-Eileanan Siar",29,Joshua,Mullen,,D,Lauren,Mcbain,,,A16.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,964,,964,806,665,,964,240,665,806,,,NA
960,Caroline,Mcbain,SHOP KEEPER,M,F,George Mullen,CARNAGE MAKER JOURNEYMAN,7,DECEMBER,1905,"571 Rathad an Duin, Na h-Eileanan Siar",34,Richard,Mcbain,,D,Aimee,Cruickshanks,,D,O95.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,960,308,960,750,737,1021,960,234,737,750,308,1021,NA
966,Roya,Mcbain,,S,F,,,14,JULY,1873,"1 Miller Lane, Pulteneytown, Wick",0,Samuel,Mcbain,,,Grace,Anderson,,,A37.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,966,,966,700,643,,966,204,643,700,,,NA
968,Megan,Cruickshanks,SCHOLAR,S,F,,,1,JANUARY,1892,"3 Pilot Place, Broadhaven, Caithness",19,Edward,Cruickshanks,,,Naomi,Black,,,M25.93,R53.03,,SYNTHETIC DATA PRODUCED USING VALIPOP,968,,968,724,711,,968,237,711,724,,,NA
970,Leigh,Powell,SCHOLAR,S,F,,,21,MARCH,1892,"1 Young Crescent, Caithness",20,Jacob,Powell,,,Sarah,Perrie,,,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,970,,970,780,765,,970,241,765,780,,,NA
972,Louise,Black,SCHOLAR,S,F,,,18,APRIL,1892,"1 Fife Park, Northbank Farm Steadings, Fife",19,Nicholas,Black,,D,Enya,Mullen,,,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,972,,972,704,693,,972,211,693,704,,,NA
974,Abbey,Cruickshanks,DOM SERV,S,F,,,28,MAY,1895,"3 Pilot Place, Broadhaven, Caithness",22,Edward,Cruickshanks,,,Naomi,Black,,,A01.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,974,,974,724,711,,974,237,711,724,,,NA
976,Bethany,Cruickshanks,DOMESTIC SERVANT,S,F,,,1,APRIL,1896,"11 Gearra Mor, Na h-Eileanan Siar",22,Qasim,Cruickshanks,,D,Natasha,Mcbain,,,G40.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,976,,976,802,789,,976,242,789,802,,,NA
978,Tiah,Cruickshanks,,S,F,,,16,DECEMBER,1874,"5 Swanson Drive, Harden, Wick",0,Alexander,Cruickshanks,,,Chelsea,Mcbain,,,P07.30,,,SYNTHETIC DATA PRODUCED USING VALIPOP,978,,978,702,713,,978,243,713,702,,,NA
980,Louise,Mullen,,S,F,,,23,AUGUST,1874,"2 Swanson Drive, Harden, Wick",0,Mohammad,Mullen,,,Amy,Grant,,,B05.90,J20.91,,SYNTHETIC DATA PRODUCED USING VALIPOP,980,,980,706,661,,980,213,661,706,,,NA
982,Charlotte,Cruickshanks,SCHOLAR,S,F,,,20,AUGUST,1894,"4 Swanson Drive, Harden, Wick",19,Fergus,Cruickshanks,,,Sophie,Drake,,,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,982,,982,736,673,,982,233,673,736,,,NA
984,Phillipa,Cruickshanks,AT SCHOOL,S,F,,,9,APRIL,1894,"1 Denley Gardens, Timmergreens, Angus",19,James,Cruickshanks,,,Emma,Jones,,D,O85.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,984,,984,766,755,,984,244,755,766,,,NA
988,Hannah,Mullen,SCHOLAR,S,F,,,23,JUNE,1894,"581 Rathad an Duin, Na h-Eileanan Siar",20,Joshua,Mullen,,D,Lauren,Mcbain,,,A01.00,K65.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,988,,988,806,665,,988,240,665,806,,,NA
990,Bethany,Cruickshanks,,M,F,Guy Cruickshanks,FARMER OF 40 ACRES,17,SEPTEMBER,1943,"1 Larkhall Burn, Glenburn Hall, Jedburgh",68,Jorell,Cruickshanks,,D,Natasha,Mcbain,,D,I50.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,990,320,990,824,773,1151,990,247,773,824,320,1151,NA
986,Erin,Drake,RAG STORE LABOURER,R,F,Kieran Mullen,AG LAB,15,DECEMBER,1944,"90 Meadow Bank, Moffat, Dumfries and Galloway",70,Toby,Drake,,D,Sarah,Mcbain,,D,I51.90,R18.00,,SYNTHETIC DATA PRODUCED USING VALIPOP,986,299,986,764,751,989,986,236,751,764,299,989,NA
992,Esme,Mcbain,,S,F,,,29,APRIL,1876,"1 Swanson Drive, Harden, Wick",0,Joshua,Mcbain,,,Natasha,Perrie,,,P07.30,,,SYNTHETIC DATA PRODUCED USING VALIPOP,992,,992,662,639,,992,195,639,662,,,NA
994,Laura,Black,,S,F,,,27,AUGUST,1876,"1 Stoopshill Crescent, Dalry, North Ayrshire",1,Jack,Black,,,Caitlin,Mullen,,,A37.90,J20.91,,SYNTHETIC DATA PRODUCED USING VALIPOP,994,,994,714,715,,994,217,715,714,,,NA
996,Abbie,Perrie,LAUNDRES,S,F,,,26,OCTOBER,1894,"1 Baron's Well, Pulteneytown, Wick",19,Jonathan,Perrie,,D,Emily,Cruickshanks,,D,X59.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,996,,996,748,723,,996,250,723,748,,,NA
998,Chloe,Mullen,SCHOLAR,S,F,,,22,OCTOBER,1894,"1 Holmfoot, Scottish Borders",18,Samuel,Mullen,,,Madison,Anderson,,D,J18.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,998,,998,758,793,,998,239,793,758,,,NA
1000,Bethany,Cruickshanks,SCHOLAR,S,F,,,19,APRIL,1896,"11 Gearra Mor, Na h-Eileanan Siar",20,Qasim,Cruickshanks,,D,Natasha,Mcbain,,,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1000,,1000,802,789,,1000,242,789,802,,,NA
1002,Laura,Black,,S,F,,,23,OCTOBER,1878,"1 Fife Park, Northbank Farm Steadings, Fife",1,Nicholas,Black,,,Enya,Mullen,,,J18.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1002,,1002,704,693,,1002,211,693,704,,,NA
1004,Tia,Jones,,S,F,,,3,JULY,1879,"1 Baron's Court, Pulteneytown, Wick",2,Harry,Jones,,,Sarah,Drake,,,J18.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1004,,1004,740,741,,1004,226,741,740,,,NA
1006,Jessica,Anderson,,S,F,,,13,AUGUST,1879,"12 Gearra Mor, Na h-Eileanan Siar",2,Kieran,Anderson,,,Jessica,Mullen,,,J18.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1006,,1006,870,717,,1006,252,717,870,,,NA
1008,Kelly,Black,SCHOLAR,S,F,,,23,FEBRUARY,1895,"1 Scotia Crescent, Swinhill, Larkhall",18,Jack,Black,,,Holly,Powell,,,R99.00,G04.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,1008,,1008,698,715,,1008,230,715,698,,,NA
1010,Hannah,Cruickshanks,SCHOLAR,S,F,,,16,JUNE,1895,"3 Pilot Place, Broadhaven, Caithness",18,Edward,Cruickshanks,,,Naomi,Black,,,A16.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1010,,1010,724,711,,1010,237,711,724,,,NA
1012,Isabel,Perrie,,W,F,Niall Mullen,STON DYKER,5,OCTOBER,1945,"568 Rathad an Duin, Na h-Eileanan Siar",67,Maximillian,Perrie,,D,Uzma,Jones,,D,C55.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1012,301,1012,794,739,907,1012,245,739,794,301,907,NA
1014,Brooke,Mullen,PAUPER,M,F,Ellis Drake,CROFTER,26,JULY,1959,"3 Pilot Row, Broadhaven, Caithness",81,Joshua,Mullen,,D,Lauren,Mcbain,,D,A09.02,R53.03,,SYNTHETIC DATA PRODUCED USING VALIPOP,1014,300,1014,806,665,991,1014,240,665,806,300,991,NA
1016,Daisy,Drake,,S,F,,,16,OCTOBER,1882,"1 St Molios Park, Croc, North Ayrshire",4,Alexander,Drake,,D,Louise,Mcbain,,,P96.93,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1016,,1016,628,613,,1016,223,613,628,,,NA
1018,Harriet,Mcbain,,S,F,,,13,NOVEMBER,1882,"1 Swanson Drive, Harden, Wick",4,Joshua,Mcbain,,,Natasha,Perrie,,,J20.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1018,,1018,662,639,,1018,195,639,662,,,NA
1020,Cerys,Black,,S,F,,,14,FEBRUARY,1882,"1 Fife Park, Northbank Farm Steadings, Fife",3,Nicholas,Black,,,Enya,Mullen,,,J20.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1020,,1020,704,693,,1020,211,693,704,,,NA
1022,Rebecca,Anderson,,S,F,,,25,JULY,1882,"1 Park Terrace, Croc, North Ayrshire",4,Joshua,Anderson,,,Keira,Anderson,,,B05.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1022,,1022,708,657,,1022,216,657,708,,,NA
1024,Kelly,Cruickshanks,SCHOLAR,S,F,,,28,JULY,1894,"3 Pilot Place, Broadhaven, Caithness",15,Edward,Cruickshanks,,,Naomi,Black,,,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1024,,1024,724,711,,1024,237,711,724,,,NA
1026,Wing,Anderson,,S,F,,,7,MARCH,1894,"1 Hill Avenue, Pulteneytown, Wick",15,Liam,Anderson,,,Amy,Jones,,,A16.93,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1026,,1026,754,743,,1026,254,743,754,,,NA
1028,Shona,Drake,SCHOLAR,S,F,,,16,OCTOBER,1895,"9 Gearra Mor, Na h-Eileanan Siar",16,Toby,Drake,,D,Sarah,Mcbain,,D,R50.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1028,,1028,764,751,,1028,236,751,764,,,NA
1030,Jessica,Powell,COTTER,W,F,Ross Mullen,LABOURER,6,JUNE,1965,"1 Creag Ruadh Place, Na h-Eileanan Siar",86,Jacob,Powell,,D,Sarah,Perrie,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1030,307,1030,780,765,961,1030,241,765,780,307,961,NA
1032,Iqrah,Cruickshanks,,W,F,Rory Jones,SAWYER,6,AUGUST,1968,"3 Pilot Place, Broadhaven, Caithness",89,Qasim,Cruickshanks,,D,Natasha,Mcbain,,D,J11.10,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1032,327,1032,802,789,799,1032,242,789,802,327,799,NA
1034,Jessica,Anderson,HOUSE PAUPER,W,F,Paul Cruickshanks,ANNUITANT,10,JANUARY,1968,"11 Leishman Avenue, Pulteneytown, Wick",89,Kieran,Anderson,,D,Jessica,Mullen,,D,Y34.07,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1034,309,1034,870,717,933,1034,252,717,870,309,933,NA
1036,Aaliyah,Perrie,,S,F,,,7,FEBRUARY,1880,"4 Pilot Place, Broadhaven, Caithness",1,Andrew,Perrie,,,Joanna,Jones,,,K63.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1036,,1036,672,659,,1036,253,659,672,,,NA
1038,Louisa,Black,,S,F,,,15,JUNE,1880,"1 Scotia Crescent, Swinhill, Larkhall",0,Jack,Black,,,Holly,Powell,,,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1038,,1038,698,715,,1038,230,715,698,,,NA
1040,Chelsea,Mullen,,S,F,,,2,JANUARY,1888,"1 Holmfoot, Scottish Borders",8,Samuel,Mullen,,,Madison,Anderson,,,G91.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1040,,1040,758,793,,1040,239,793,758,,,NA
1042,Anya,Cruickshanks,,S,F,,,27,JULY,1888,"61 The Gardens, East Lothian",9,Jack,Cruickshanks,,,Penny,Drake,,,G91.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1042,,1042,800,801,,1042,256,801,800,,,NA
1046,Ellouise,Cruickshanks,,M,F,Jacob Mullen,LABOURER,5,MARCH,1944,"4 Gearra Mor, Na h-Eileanan Siar",64,Aminur,Cruickshanks,,D,Rachel,Anderson,,D,J18.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1046,328,1046,880,819,1119,1046,260,819,880,328,1119,NA
1044,Sian,Jones,LABOURER'S WIDOW,M,F,Mohammed Cruickshanks,GENERAL LABORER,9,JUNE,1945,"575 Rathad an Duin, Na h-Eileanan Siar",66,Rory,Jones,,D,Chantelle,Anderson,,D,R52.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1044,313,1044,830,799,1031,1044,257,799,830,313,1031,NA
1048,Hannah,Cruickshanks,MUSLIN HAND SEWER,S,F,,,3,JULY,1894,"1 Old Shore Road, Argyll and Bute",14,Benjamin,Cruickshanks,,,Charley,Anderson,,,A17.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1048,,1048,670,671,,1048,215,671,670,,,NA
1050,Aurora,Jones,,M,F,,,28,MAY,1947,"1 Linefield Road, Craigmill, Angus",66,Rory,Jones,,D,Chantelle,Anderson,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1050,,1050,830,799,,1050,257,799,830,,,NA
1052,Elysia,Mullen,AG LAB,M,F,,,3,OCTOBER,1947,"580 Rathad an Duin, Na h-Eileanan Siar",66,Aaron,Mullen,,D,Rhianna,Black,,D,J11.10,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1052,,1052,834,797,,1052,262,797,834,,,NA
1054,Daisy,Anderson,,S,F,,,20,SEPTEMBER,1885,"3 Gearra Mor, Na h-Eileanan Siar",4,Harrison,Anderson,,,Erin,Cruickshanks,,,A37.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1054,,1054,718,697,,1054,225,697,718,,,NA
1058,Zoe,Mullen,PAUPER,S,F,,,15,JUNE,1963,"581 Rathad an Duin, Na h-Eileanan Siar",81,Joshua,Mullen,,D,Lauren,Mcbain,,D,I64.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1058,,1058,806,665,,1058,240,665,806,,,NA
1060,Chelsea,Anderson,FORMERLY SERVANT,S,F,,,20,DECEMBER,1963,"45 Corsar Croft, Kirkton, Angus",82,Charles,Anderson,,D,Amy,Jones,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1060,,1060,836,845,,1060,261,845,836,,,NA
1062,Katie,Mcbain,FORMERLY FARMERS WIFE,S,F,,,23,FEBRUARY,1965,"8 Swanson Drive, Harden, Wick",84,Oliver,Mcbain,,D,Chloe,Grant,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1062,,1062,876,843,,1062,264,843,876,,,NA
1056,Laura,Cruickshanks,FARMER OF 8 ACRES,W,F,Matthew Cruickshanks,MILLAR & FARMER OF 90 AC EMPLOYING 4 LAB,10,APRIL,1965,"84 Firs Crescent, Hillpark, Bannockburn",83,Fergus,Cruickshanks,,D,Sophie,Drake,,D,R54.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1056,311,1056,736,673,1057,1056,233,673,736,311,1057,NA
1064,Olivia,Anderson,SCHOLAR,S,F,,,31,JANUARY,1897,"5 Pilot Place, Broadhaven, Caithness",14,Oliver,Anderson,,D,Sophia,Mcbain,,D,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1064,,1064,668,905,,1064,266,905,668,,,NA
1066,Sharna,Cruickshanks,,S,F,,,9,AUGUST,1897,"3 Pilot Place, Broadhaven, Caithness",14,Edward,Cruickshanks,,,Naomi,Black,,,B03.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1066,,1066,724,711,,1066,237,711,724,,,NA
1070,Frances,Perrie,,W,F,Matthew Cruickshanks,COTTON WEAVER,26,DECEMBER,1944,"1 Huddart Street, Pulteneytown, Wick",62,Maximillian,Perrie,,D,Uzma,Jones,,D,I51.50,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1070,314,1070,794,739,1091,1070,245,739,794,314,1091,NA
1068,Abigail,Mcbain,FORMERLY AG LAB,M,F,Troy Jones,FLAG DRESSER,5,MAY,1944,"576 Rathad an Duin, Na h-Eileanan Siar",61,James,Mcbain,,D,Daniella,Jones,,D,J45.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1068,315,1068,782,753,1033,1068,267,753,782,315,1033,NA
1072,Chloe,Anderson,CARTER'S WIDOW,W,F,Maxwell Mcbain,STREET PEVER,5,SEPTEMBER,1957,"1 Swanson Drive, Harden, Wick",75,Kieran,Anderson,,D,Jessica,Mullen,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1072,317,1072,870,717,1085,1072,252,717,870,317,1085,NA
1074,Jazmin,Anderson,,S,F,,,22,SEPTEMBER,1886,"3 Gearra Mor, Na h-Eileanan Siar",3,Harrison,Anderson,,,Erin,Cruickshanks,,,J40.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1074,,1074,718,697,,1074,225,697,718,,,NA
1076,Emily,Cruickshanks,,S,F,,,30,MAY,1894,"1 Aldersyde, Argyll and Bute",11,Thomas,Cruickshanks,,D,Symone,Jones,,,J18.90,J85.20,,SYNTHETIC DATA PRODUCED USING VALIPOP,1076,,1076,790,851,,1076,268,851,790,,,NA
1078,Katie,Cruickshanks,,S,F,,,6,APRIL,1894,"11 Gearra Mor, Na h-Eileanan Siar",11,Qasim,Cruickshanks,,,Natasha,Mcbain,,,A16.93,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1078,,1078,802,789,,1078,242,789,802,,,NA
1080,Harriet,Perrie,,S,F,,,29,MARCH,1894,"252 Golf Course Road, Girvan, South Ayrshire",11,James,Perrie,,,Amy,Grant,,,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1080,,1080,838,821,,1080,269,821,838,,,NA
1082,Lauren,Mullen,,S,F,,,18,JULY,1896,"572 Rathad an Duin, Na h-Eileanan Siar",13,Abel,Mullen,,,Paige,Mcbain,,,A75.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1082,,1082,860,891,,1082,270,891,860,,,NA
1084,Hifsa,Anderson,SCHOLAR,S,F,,,23,JUNE,1896,"1 Murray Crescent, Croc, North Ayrshire",13,Dipesh,Anderson,,D,Charlotte,Mcbain,,D,A18.30,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1084,,1084,872,837,,1084,265,837,872,,,NA
1086,Emma,Mullen,DAUR,S,F,,,9,MARCH,1885,"1 Holmfoot, Scottish Borders",0,Samuel,Mullen,,,Madison,Anderson,,,G91.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1086,,1086,758,793,,1086,239,793,758,,,NA
1088,Danielle,Cruickshanks,POST BOY DR,S,F,,,14,JANUARY,1887,"61 The Gardens, East Lothian",3,Jack,Cruickshanks,,,Penny,Drake,,,A18.30,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1088,,1088,800,801,,1088,256,801,800,,,NA
1090,Tia,Drake,,S,F,,,7,SEPTEMBER,1887,"1 Buie Haugh, Echline, Kirkliston",3,Alexander,Drake,,D,Georgia,Drake,,,A09.02,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1090,,1090,818,663,,1090,248,663,818,,,NA
1092,Charley,Powell,,S,F,,,18,MAY,1895,"1 Young Crescent, Caithness",9,Jacob,Powell,,,Sarah,Perrie,,,A38.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1092,,1092,780,765,,1092,241,765,780,,,NA
1094,Aaliyah,Anderson,SCHOLAR,S,F,,,9,SEPTEMBER,1897,"570 Rathad an Duin, Na h-Eileanan Siar",12,Teejay,Anderson,,D,Faye,Mcbain,,,R50.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1094,,1094,822,771,,1094,263,771,822,,,NA
1096,Danni,Cruickshanks,SCHOLAR,S,F,,,7,MAY,1897,"1 Tighean Allt na Broige, Na h-Eileanan Siar",11,Paul,Cruickshanks,,,Rhianna,Black,,D,A01.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1096,,1096,834,933,,1096,272,933,834,,,NA
1098,Jessica,Mullen,TEACHER,W,F,Joseph Mullen,PLASH MILLER,3,MARCH,1964,"1 Pilot Row, Broadhaven, Caithness",78,Niall,Mullen,,D,Katie,Jones,,D,C16.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1098,337,1098,844,907,1115,1098,273,907,844,337,1115,NA
1100,Abigail,Black,,W,F,Daniel Perrie,COTTON WEAVER,15,SEPTEMBER,1964,"1 Stittenham Street, Highland",78,Charles,Black,,D,Chloe,Cruickshanks,,D,R60.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1100,322,1100,840,861,1019,1100,275,861,840,322,1019,NA
1102,Ciara,Mullen,RETAILER OF SPIRITS,W,F,Simon Jones,RAG MERCHANT,5,JULY,1965,"2 Gearra Mor, Na h-Eileanan Siar",80,Rory,Mullen,,D,Chloe,Drake,,D,R54.05,R53.03,,SYNTHETIC DATA PRODUCED USING VALIPOP,1102,321,1102,878,881,1083,1102,276,881,878,321,1083,NA
1104,Aysha,Drake,,S,F,,,24,JULY,1895,"9 Gearra Mor, Na h-Eileanan Siar",8,Toby,Drake,,D,Sarah,Mcbain,,D,A37.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1104,,1104,764,751,,1104,236,751,764,,,NA
1106,Chloe,Perrie,,S,F,,,26,OCTOBER,1960,"1 Buie Haugh, Echline, Kirkliston",74,Dylan,Perrie,,D,Georgia,Drake,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1106,,1106,818,835,,1106,278,835,818,,,NA
1108,Eleanor,Mullen,,S,F,,,6,SEPTEMBER,1961,"1 Pilot Place, Broadhaven, Caithness",75,Rory,Mullen,,D,Chloe,Drake,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1108,,1108,878,881,,1108,276,881,878,,,NA
1110,Alisha,Jones,,S,F,,,5,OCTOBER,1961,"102 Lower Station Road, Auchreoch, Stirling",75,Aydin,Jones,,D,Robyn,Anderson,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1110,,1110,910,863,,1110,277,863,910,,,NA
1112,Natalie,Jones,,S,F,,,9,JANUARY,1891,"1 Baron's Court, Pulteneytown, Wick",3,Harry,Jones,,,Sarah,Drake,,,J20.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1112,,1112,740,741,,1112,226,741,740,,,NA
1114,Mary,Cruickshanks,,S,F,,,4,MAY,1891,"11 Gearra Mor, Na h-Eileanan Siar",3,Qasim,Cruickshanks,,,Natasha,Mcbain,,,J20.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1114,,1114,802,789,,1114,242,789,802,,,NA
1116,Ayisha,Jones,,S,F,,,9,FEBRUARY,1895,"2 Pilot Row, Broadhaven, Caithness",7,Rory,Jones,,,Chantelle,Anderson,,D,A16.20,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1116,,1116,830,799,,1116,257,799,830,,,NA
1118,Lily,Anderson,,S,F,,,26,JANUARY,1895,"12 Gearra Mor, Na h-Eileanan Siar",7,Kieran,Anderson,,,Jessica,Mullen,,D,A38.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1118,,1118,870,717,,1118,252,717,870,,,NA
1120,Stacey,Jones,,M,F,Luke Mcbain,TIMBER MERCHANT,8,SEPTEMBER,1946,"574 Rathad an Duin, Na h-Eileanan Siar",58,Aydin,Jones,,D,Robyn,Anderson,,D,I51.90,K76.10,,SYNTHETIC DATA PRODUCED USING VALIPOP,1120,319,1120,910,863,1029,1120,277,863,910,319,1029,NA
1122,Malandra,Anderson,FISHERMAN & FARMER DAUR,S,F,,,1,DECEMBER,1888,"570 Rathad an Duin, Na h-Eileanan Siar",0,Teejay,Anderson,,,Faye,Mcbain,,,R53.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1122,,1122,822,771,,1122,263,771,822,,,NA
1124,Shazia,Mcbain,,S,F,,,8,SEPTEMBER,1889,"571 Rathad an Duin, Na h-Eileanan Siar",0,Oliver,Mcbain,,,Chloe,Grant,,,R53.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1124,,1124,876,843,,1124,264,843,876,,,NA
1126,Anya,Cruickshanks,,S,F,,,4,FEBRUARY,1895,"1 Mowat Place, Broadhaven, Wick",5,Aminur,Cruickshanks,,,Megan,Jones,,,G93.90,J20.91,,SYNTHETIC DATA PRODUCED USING VALIPOP,1126,,1126,808,819,,1126,280,819,808,,,NA
1128,Sophie,Black,,S,F,,,12,MARCH,1896,"4 Gearra Mor, Na h-Eileanan Siar",7,Matthew,Black,,,Laura,Cruickshanks,,D,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1128,,1128,940,929,,1128,283,929,940,,,NA
1130,Corinna,Cruickshanks,,S,F,,,29,OCTOBER,1894,"1 Mowat Place, Broadhaven, Wick",4,Aminur,Cruickshanks,,,Megan,Jones,,,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1130,,1130,808,819,,1130,280,819,808,,,NA
1132,Lucinda,Mullen,,S,F,,,1,JANUARY,1894,"581 Rathad an Duin, Na h-Eileanan Siar",3,Joshua,Mullen,,D,Lauren,Mcbain,,,J20.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1132,,1132,806,665,,1132,240,665,806,,,NA
1134,Abigail,Anderson,,S,F,,,26,JANUARY,1895,"570 Rathad an Duin, Na h-Eileanan Siar",4,Teejay,Anderson,,D,Faye,Mcbain,,,A37.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1134,,1134,822,771,,1134,263,771,822,,,NA
1138,Samantha,Mullen,,S,F,,,8,JUNE,1967,"1 Pilot Place, Broadhaven, Caithness",76,Rory,Mullen,,D,Chloe,Drake,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,1138,,1138,878,881,,1138,276,881,878,,,NA
